epoch,r2,rmse,mae,mape
1.0,-67.87088775634766,1.9483758789694872,1.6324070692062378,2768555600.0
2.0,-1.115537405014038,0.3414799992497643,0.28680360317230225,81272231.25
3.0,-2.712584972381592,0.45236927349179556,0.39799556136131287,574340850.0
4.0,-0.3214520215988159,0.26988615636041885,0.21536552906036377,2226562600.0
5.0,-0.15812206268310547,0.25265743080764413,0.1925487071275711,3862304800.0
6.0,-0.2237999439239502,0.2597228280285339,0.22416076064109802,5112304800.0
7.0,0.11896741390228271,0.22036919608292657,0.1792352795600891,6547851200.0
8.0,0.007593989372253418,0.23388350928539473,0.1819315403699875,7783203200.0
9.0,0.24039393663406372,0.20462048649339595,0.16695669293403625,8505859200.0
10.0,0.19612425565719604,0.2104986712420607,0.17782610654830933,9140625600.0
11.0,0.2944178581237793,0.19720989799852695,0.16127972304821014,9824219200.0
12.0,0.2790052890777588,0.19935216363331185,0.16312168538570404,10351561600.0
13.0,0.3128301501274109,0.19461977181673712,0.17003746330738068,10722656000.0
14.0,0.34812331199645996,0.18955604471232465,0.16596229374408722,11162109600.0
15.0,0.3270775079727173,0.19259163613732286,0.16044603288173676,11582031200.0
16.0,0.3892894983291626,0.1834731822101442,0.15663179755210876,11845702400.0
17.0,0.39816468954086304,0.18213513442939297,0.1559048593044281,12050780800.0
18.0,0.42186248302459717,0.17851325603223772,0.14866305887699127,12246093600.0
19.0,0.40596669912338257,0.18095071064120916,0.1458560973405838,12382812000.0
20.0,0.44310808181762695,0.17520252434081454,0.14584232866764069,12343750400.0
21.0,0.45238953828811646,0.17373638196620173,0.1425708383321762,12285156000.0
22.0,0.42870956659317017,0.17745301749785514,0.14041531085968018,12197265600.0
23.0,0.4695035219192505,0.17100001994559524,0.14139896631240845,12011718400.0
24.0,0.4809836149215698,0.1691396510600534,0.13938724994659424,11904296800.0
25.0,0.4655469059944153,0.17163652435113227,0.1378578543663025,11767578400.0
26.0,0.4976392984390259,0.16640360879369076,0.13986915349960327,11611328800.0
27.0,0.5060901641845703,0.16499803247506922,0.13625743985176086,11533203200.0
28.0,0.4977577328681946,0.16638399096161752,0.13506625592708588,11445311200.0
29.0,0.5218138694763184,0.16235041794654098,0.13568025827407837,11308592800.0
30.0,0.5170733332633972,0.16315316624842469,0.1331828236579895,11259765600.0
31.0,0.5360190868377686,0.1599207984951445,0.1321767419576645,11201171200.0
32.0,0.5484017729759216,0.1577723962041574,0.13199862837791443,11113281600.0
33.0,0.5400296449661255,0.15922814784143502,0.12888595461845398,11064452800.0
34.0,0.5660983920097351,0.1546502171968297,0.12891066074371338,10976562400.0
35.0,0.5598070621490479,0.155767351006829,0.12527267634868622,10937500000.0
36.0,0.5787752866744995,0.15237433786694285,0.12468214333057404,10849609600.0
37.0,0.5845239758491516,0.1513309927704579,0.12281545996665955,10751952800.0
38.0,0.5868567824363708,0.1509055512242857,0.12186148017644882,10624999200.0
39.0,0.6065918207168579,0.14725721573029485,0.1205989420413971,10488280800.0
40.0,0.6129797697067261,0.14605678457880303,0.11923536658287048,10400390400.0
41.0,0.624401330947876,0.14388547142609742,0.118977852165699,10253905600.0
42.0,0.6265034675598145,0.14348224836341877,0.11672525107860565,10131836000.0
43.0,0.6377536654472351,0.14130479692843045,0.11709308624267578,10019530400.0
44.0,0.6381500363349915,0.14122746477716186,0.114850252866745,9887695200.0
45.0,0.6503342390060425,0.13882939700358055,0.11554035544395447,9755859200.0
46.0,0.6487171649932861,0.1391500502815183,0.11281618475914001,9663085600.0
47.0,0.6598287224769592,0.13693161469622125,0.11519071459770203,9511719200.0
48.0,0.6353757381439209,0.14176782515382697,0.11103504151105881,9438476000.0
49.0,0.6687002182006836,0.13513426188399427,0.11366693675518036,9282226400.0
50.0,0.65727698802948,0.13744424019879162,0.10851652175188065,9208983200.0
51.0,0.6806613802909851,0.13267241130150348,0.11047523468732834,9062500000.0
52.0,0.6767649054527283,0.13347937249677394,0.10680145025253296,8979492000.0
53.0,0.6899000406265259,0.130739178185525,0.10708746314048767,8867186400.0
54.0,0.6934024095535278,0.12999877915359326,0.10572027415037155,8759764800.0
55.0,0.6940594911575317,0.12985939876072858,0.10462390631437302,8662108800.0
56.0,0.7003639936447144,0.12851443855410485,0.10411426424980164,8535156000.0
57.0,0.703441321849823,0.12785279533008626,0.1033153161406517,8417968800.0
58.0,0.7103153467178345,0.1263623282369408,0.10308399051427841,8315429600.0
59.0,0.7123678922653198,0.12591387793403225,0.10266102105379105,8193359200.0
60.0,0.7163548469543457,0.12503815605028076,0.10213184356689453,8076172000.0
61.0,0.7192170023918152,0.12440571105689852,0.10195606201887131,7968750400.0
62.0,0.7237263917922974,0.1234026790347599,0.10213182121515274,7861328000.0
63.0,0.7194360494613647,0.12435717622121856,0.10033845901489258,7773437600.0
64.0,0.72642982006073,0.12279743312063772,0.10054254531860352,7666015200.0
65.0,0.7241529226303101,0.12330738374437428,0.09910798817873001,7578124800.0
66.0,0.732516884803772,0.12142359126759017,0.0996636375784874,7470702400.0
67.0,0.7293956875801086,0.12212997123098968,0.09764314442873001,7402344000.0
68.0,0.7372061610221863,0.12035454968908815,0.09780328720808029,7309570400.0
69.0,0.7387138605117798,0.12000879964502584,0.09662652760744095,7236328000.0
70.0,0.7379202246665955,0.12019092343523612,0.0959683433175087,7163085600.0
71.0,0.7454709410667419,0.11844687076276025,0.09682672470808029,7065429600.0
72.0,0.7425769567489624,0.11911833664079668,0.09542467445135117,6997069600.0
73.0,0.7470021843910217,0.1180900468026113,0.0965777039527893,6923828000.0
74.0,0.7419231534004211,0.11926950847175867,0.09475025534629822,6857910400.0
75.0,0.7491955757141113,0.11757702462578093,0.09615875035524368,6791992000.0
76.0,0.7472437620162964,0.11803366425574865,0.09407945722341537,6735839200.0
