epoch,r2,rmse,mae,mape
77.0,0.7512847185134888,0.11708631518140074,0.0948200449347496,6674804800.0
78.0,0.7536497712135315,0.11652829809406419,0.0940900593996048,6608886800.0
79.0,0.7533457279205322,0.11660018613376777,0.09357652813196182,6564941200.0
80.0,0.7585292458534241,0.11536848217365654,0.0940290242433548,6508789200.0
81.0,0.7565592527389526,0.11583813808345073,0.09290025383234024,6455078000.0
82.0,0.7596648335456848,0.11509688305429214,0.09310129284858704,6401367200.0
83.0,0.7614856958389282,0.11466005630366646,0.0929914265871048,6350097600.0
84.0,0.7590777277946472,0.11523738550036057,0.09233873337507248,6313476800.0
85.0,0.7626403570175171,0.11438217486483959,0.09237375110387802,6269531200.0
86.0,0.7640734314918518,0.11403635767299022,0.09245675802230835,6215820400.0
87.0,0.7601103186607361,0.11499016148267246,0.09192859381437302,6196289600.0
88.0,0.7622488737106323,0.11447645932479746,0.09187974780797958,6157226400.0
89.0,0.7634461522102356,0.11418785496673783,0.09208566695451736,6127930000.0
90.0,0.76612788438797,0.11353875358443449,0.09149888902902603,6098632800.0
91.0,0.7653263807296753,0.11373314664512515,0.09152820706367493,6088867200.0
92.0,0.768629789352417,0.11292982262412306,0.09148912131786346,6069336000.0
93.0,0.7683171033859253,0.11300609319640251,0.09157701581716537,6040038800.0
94.0,0.768231213092804,0.11302704076230322,0.09163562953472137,6020507600.0
95.0,0.766563892364502,0.11343286496931305,0.0912303552031517,6015625200.0
96.0,0.7684462666511536,0.11297459449396674,0.0911717414855957,6005859200.0
97.0,0.7679158449172974,0.11310391274990689,0.09100084006786346,5981445200.0
98.0,0.7679184079170227,0.11310329929880442,0.09108629077672958,5979004000.0
99.0,0.7674922347068787,0.1132070939926111,0.09115221351385117,5976562000.0
100.0,0.7690699100494385,0.11282235543032756,0.09085926413536072,5976562000.0
