epoch,r2,rmse,mae,mape
28.0,0.8207744359970093,0.09939279572374735,0.05825325846672058,19252928000.0
29.0,0.8433068990707397,0.09293511507524717,0.059819296002388,14255369600.0
30.0,0.8770009279251099,0.08233904145131912,0.04744114354252815,14340820800.0
31.0,0.8905926942825317,0.07765655444121985,0.04622482880949974,13074951200.0
32.0,0.9038919806480408,0.07278380643634737,0.04264255613088608,12252807200.0
33.0,0.9180238246917725,0.06722003861335576,0.04255080595612526,11180420000.0
34.0,0.9167502522468567,0.06774018376048273,0.046596918255090714,11025389600.0
35.0,0.939039945602417,0.05796656113152513,0.042941316962242126,7487792800.0
36.0,0.8469798564910889,0.09183944060225091,0.073295459151268,13063964800.0
37.0,0.9027643799781799,0.07320952640908102,0.05783985182642937,10260008800.0
38.0,0.896540105342865,0.0755163375020527,0.05857463181018829,2150573600.0
39.0,0.9570687413215637,0.04864538329023145,0.03839286416769028,5454101600.0
40.0,0.8976832628250122,0.07509799022129043,0.06149240955710411,9146423200.0
41.0,0.9323917627334595,0.06104563432398871,0.051989730447530746,6090088000.0
42.0,0.9610252976417542,0.04634964364778617,0.03561203554272652,5734863200.0
43.0,0.9532880187034607,0.05074216640756828,0.03817195072770119,7327881600.0
44.0,0.9629359245300293,0.04519928402871668,0.03558576479554176,5302734400.0
45.0,0.9587481021881104,0.047684455560668276,0.03837522491812706,4687500400.0
46.0,0.9573038816452026,0.04851200772128824,0.03718581050634384,6628417600.0
47.0,0.9381895065307617,0.058369495482672056,0.04561138525605202,8081359200.0
48.0,0.9650413393974304,0.04389675026792931,0.031357571482658386,6057128800.0
49.0,0.9694070816040039,0.04106439092633666,0.028781628236174583,5334472800.0
50.0,0.954245924949646,0.05021919005408292,0.03889193385839462,6873779200.0
51.0,0.9524801969528198,0.05117906354323804,0.041724905371665955,6214599600.0
52.0,0.9743531942367554,0.03759857740140777,0.028689546510577202,2220459000.0
53.0,0.9453059434890747,0.054906648672683266,0.0456925630569458,6275634800.0
54.0,0.8902087807655334,0.07779268576943822,0.06572463363409042,9049681600.0
55.0,0.9792752861976624,0.03379864487905572,0.02568301185965538,2045898400.0
56.0,0.9790855050086975,0.033953037831510116,0.026919646188616753,2033538800.0
57.0,0.9261941313743591,0.06378233694863328,0.05338634178042412,6783752000.0
58.0,0.9154316186904907,0.068274567995098,0.056336402893066406,7541808800.0
59.0,0.9827001094818115,0.030879949625063075,0.02379537560045719,2434692400.0
60.0,0.9628672003746033,0.04524114649083352,0.035716332495212555,2448120000.0
61.0,0.9362505674362183,0.05927792498572264,0.05098738148808479,5851287600.0
62.0,0.9281795620918274,0.06291857640273826,0.05318405479192734,6823730400.0
63.0,0.9823458194732666,0.031194529624829437,0.024713626131415367,2073974600.0
64.0,0.9476097226142883,0.05373783305156562,0.04662638157606125,3616943200.0
65.0,0.9599822163581848,0.046965774420621664,0.03627382591366768,5608826000.0
66.0,0.9595292210578918,0.047230830271871145,0.035437993705272675,5624084400.0
67.0,0.9447274804115295,0.05519624136624387,0.04727737978100777,4015045200.0
68.0,0.9815554618835449,0.03188517396440496,0.025519371032714844,1417541500.0
69.0,0.9802944660186768,0.03295711229447079,0.02607869543135166,2670898200.0
70.0,0.9626047611236572,0.045400764663182824,0.03574506193399429,5331420800.0
71.0,0.9737518429756165,0.03803682216981477,0.030554404482245445,4027099200.0
72.0,0.9783735871315002,0.03452606103389383,0.027001280337572098,3532714800.0
73.0,0.9626582860946655,0.04536824189089569,0.036242928355932236,5039978000.0
74.0,0.9502245783805847,0.05237963801955353,0.04360680282115936,5385131600.0
75.0,0.9816497564315796,0.03180357745245043,0.023524727672338486,3210449200.0
76.0,0.9827256202697754,0.030857191581984644,0.023788833990693092,3078613200.0
77.0,0.9849938154220581,0.028760059942931824,0.02215682901442051,1577720700.0
78.0,0.9846512079238892,0.02908652608400422,0.02185010351240635,1969604600.0
79.0,0.9662108421325684,0.043156222995159865,0.035839252173900604,4233398400.0
80.0,0.9780794382095337,0.03476007576652059,0.026606911793351173,1559448200.0
81.0,0.9667189121246338,0.04283054026101661,0.03453010693192482,2615966800.0
82.0,0.9837169051170349,0.029958713743028376,0.022595888003706932,1011123600.0
83.0,0.9847734570503235,0.028970453609085654,0.022024421021342278,1438293400.0
84.0,0.9767783880233765,0.035776774811638476,0.02820589579641819,3164062400.0
85.0,0.9619163274765015,0.04581674448090594,0.03780049830675125,4345703600.0
86.0,0.9723715782165527,0.039024115120767595,0.0316796638071537,3400878800.0
87.0,0.9850534200668335,0.028702903697256647,0.023464860394597054,1453857400.0
88.0,0.9862375855445862,0.02754243972036537,0.022340279072523117,1233177200.0
89.0,0.9866889715194702,0.027086969168432617,0.02173430472612381,1515045200.0
90.0,0.9832504391670227,0.030384804859688988,0.023931995034217834,2805175800.0
91.0,0.9668187499046326,0.0427662591920282,0.034363314509391785,5053710400.0
92.0,0.9768251776695251,0.035740724192301815,0.027110228314995766,4230957200.0
93.0,0.9855450391769409,0.028226904937016836,0.021243058145046234,1605224700.0
94.0,0.9744635820388794,0.0375176063696164,0.030050301924347878,1887359600.0
95.0,0.984809160232544,0.02893649014426663,0.02224898338317871,1729125800.0
96.0,0.977661669254303,0.03508973286148432,0.028920818120241165,2048034600.0
97.0,0.9842629432678223,0.02945213799852893,0.023189788684248924,1665039100.0
98.0,0.9231398701667786,0.06508867874297943,0.05762117728590965,5791015600.0
99.0,0.9779472351074219,0.03486474866209796,0.02785658836364746,1972656200.0
100.0,0.9790406823158264,0.033989386764476846,0.027171693742275238,2703857200.0
101.0,0.9801337718963623,0.03309121802762116,0.025574320927262306,3402710000.0
102.0,0.9855175614356995,0.028253721593234665,0.021906571462750435,2088623000.0
103.0,0.9753099679946899,0.036890616426321486,0.027737412601709366,4633178800.0
104.0,0.9755508303642273,0.036710222184830464,0.028539471328258514,4372558800.0
105.0,0.9870487451553345,0.02671844791602698,0.020230455324053764,1257171600.0
106.0,0.9557246565818787,0.0494010218273546,0.04208825156092644,4523925600.0
107.0,0.9868099689483643,0.02696357879361484,0.021411409601569176,2458496000.0
108.0,0.9895271062850952,0.024026385519917447,0.01809479482471943,1008300800.0
109.0,0.9889617562294006,0.02466636701972869,0.018137147650122643,963611600.0
110.0,0.9684381484985352,0.04170960893210261,0.03533316031098366,3686523200.0
111.0,0.9819175601005554,0.03157062631865026,0.02472647652029991,2728271400.0
112.0,0.9900497198104858,0.023419191739756037,0.018186481669545174,1223144600.0
113.0,0.9880699515342712,0.025643433513229404,0.0195473600178957,2034912200.0
114.0,0.9868343472480774,0.02693868661549333,0.02047981321811676,2073364200.0
115.0,0.9891945719718933,0.024404836341876127,0.019242484122514725,1300659200.0
116.0,0.9845176339149475,0.02921284804845106,0.02291695587337017,1138877800.0
117.0,0.9873992800712585,0.026354349507795756,0.020036691799759865,2245483600.0
118.0,0.9717434048652649,0.03946524365477456,0.030684513971209526,4616546400.0
119.0,0.983678936958313,0.029993640851527486,0.022741779685020447,3273925600.0
120.0,0.9889904260635376,0.024634277662151816,0.018479950726032257,1812744000.0
121.0,0.9898561239242554,0.02364593818191601,0.018592912703752518,1296997100.0
122.0,0.9885330200195312,0.02514084734278999,0.019847365096211433,929412900.0
123.0,0.9833569526672363,0.03028807267092338,0.024282174184918404,1125335600.0
124.0,0.9775227904319763,0.03519865796228036,0.0290999598801136,2603759600.0
125.0,0.9845806956291199,0.029153269237450187,0.02293502725660801,2760009800.0
126.0,0.9814447164535522,0.03198073834072298,0.02535919100046158,2597656400.0
127.0,0.9803772568702698,0.0328878181867085,0.027061300352215767,1840820200.0
128.0,0.9815289378166199,0.031908092684571294,0.025821799412369728,1152114800.0
129.0,0.9886019825935364,0.025065101715393275,0.019514035433530807,1303405700.0
130.0,0.9880311489105225,0.02568510199785123,0.019324319437146187,1751709000.0
131.0,0.9875522255897522,0.026193932589925594,0.020488562062382698,1655273500.0
132.0,0.9899418950080872,0.023545762695368018,0.017951922491192818,1160583600.0
133.0,0.9825822710990906,0.030984937186991385,0.02427644282579422,1646728400.0
134.0,0.9840039014816284,0.029693562349798634,0.023521432653069496,1086654600.0
135.0,0.9880593419075012,0.025654834883979967,0.01912652887403965,1490325900.0
136.0,0.9829333424568176,0.03067108456578872,0.025140995159745216,2673339600.0
137.0,0.9872255921363831,0.026535407091693438,0.02031289041042328,1984253000.0
138.0,0.9895442128181458,0.02400675762504973,0.01861354149878025,1105499300.0
139.0,0.9811298847198486,0.03225094241502154,0.0261838436126709,1981201000.0
140.0,0.9773173928260803,0.03535911027673955,0.02895450033247471,2592773400.0
141.0,0.9822378158569336,0.03128984265777608,0.02504972368478775,2236328200.0
142.0,0.9857905507087708,0.027986172848234177,0.021640144288539886,1474132500.0
143.0,0.9906352162361145,0.022719750227056034,0.017732875421643257,1331176700.0
144.0,0.9892457723617554,0.02434695557740217,0.01863025687634945,1539916900.0
145.0,0.9909927845001221,0.022281762651645786,0.017548324540257454,1532287600.0
146.0,0.9895156621932983,0.024039499410589454,0.018342342227697372,1736183200.0
147.0,0.9894979596138,0.02405981187582653,0.01845099776983261,1753845200.0
148.0,0.9903463125228882,0.02306752704042174,0.01778227835893631,1592922100.0
149.0,0.9895186424255371,0.0240361105145744,0.018641583621501923,1497039700.0
150.0,0.9898051619529724,0.023705276511843253,0.018247999250888824,1506958000.0
